,0,1,2
75,-157563.168832,-16253.4955962,-1016.50787765
76,22981.8229825,-16200.5007474,-1022.24812639
77,119856.818989,-16171.6019653,-1025.33345624
78,-63850.1736069,-16223.507387,-1019.49687021
79,257061.81251,-16130.0885766,-1029.69762137
80,86737.8192734,-16178.1398605,-1024.28428136
81,-138159.171451,-16241.9075209,-1017.14420445
82,-29840.1765217,-16209.7129002,-1020.58562953
83,153814.255955,-16106.3043282,13317.4662405
84,156475.815016,-16154.0561231,-1026.5138613
85,78456.8180962,-16175.5246809,-1024.03876954
86,12273.8207704,-16193.5846344,-1021.9405418
87,-135443.173127,-16235.1253978,-1017.25366915
88,221089.81116,-16131.4480728,-1028.57949296
89,60199.8176465,-16176.7824832,-1023.4714318
90,96952.8159769,-16165.1981067,-1024.64533039
91,22785.8189855,-16185.5573712,-1022.295926
92,-72030.2388902,-16211.9523591,-1022.00640509
93,36518.8177327,-16179.6024018,-1022.73614799
94,-74192.1777917,-16210.4858822,-1019.22215304
95,1499.74397137,-16187.795177,-1024.91540852
96,12905.8178282,-16183.4026904,-1021.99492097
97,-18682.1810847,-16191.4996742,-1020.99476528
98,59631.8153268,-16167.9461655,-1023.48817607
99,-65586.1800467,-16203.0073996,-1019.50721233
100,8505.27811192,-16128.8041895,14002.0212981
101,-40661.1814239,-16193.8293572,-1020.30874392
102,-1477.18309773,-16181.5449036,-1021.56227713
103,-86345.1798378,-16204.9858524,-1018.86859316
104,127883.046749,-16115.7501671,6662.26553587
105,115096.858068,-16027.2703482,33069.4673724
106,5123.81538601,-16175.6438506,-1021.7847603
107,-512.184683119,-16176.2669758,-1021.60882185
108,-65085.1823179,-16193.8632322,-1019.55930041
109,242598.804403,-16104.2539056,-1029.33944218
110,-124453.180323,-16208.9605513,-1017.68046813
111,145827.733856,-16130.2297102,-1029.53033289
112,188091.930654,-16102.9215673,3036.34990628
113,-86913.1827636,-16195.1494837,-1018.88405719
114,-94130.1829249,-16196.2278417,-1018.65469587
115,113312.807864,-16135.4867344,-1025.2471837
116,7593.81219927,-16164.9325574,-1021.894713
117,57774.809662,-16149.4810322,-1023.48916286
118,-87145.1840579,-16190.2163448,-1018.89583717
119,10137.8114976,-16161.200014,-1021.98984713
120,-70924.1855514,-16183.544844,-1019.41278436
121,-112634.183808,-16194.5569222,-1018.0955443
122,78211.8076198,-16138.595482,-1024.16012716
123,111828.806024,-16127.9142348,-1025.2350372
124,98050.8060395,-16130.8820675,-1024.79612762
125,-78080.2537477,-16180.7031787,-1022.18299498
126,-74840.1869763,-16178.6726681,-1019.31310156
127,-60472.1879198,-16173.5348746,-1019.77240172
128,175961.801628,-16104.4446671,-1027.28608463
129,-120156.185914,-16188.7231618,-1017.88164394
130,-146454.254007,-16195.396529,-1020.10044146
131,-68792.054055,-16156.7895857,3366.44502104
132,64424.8052504,-16132.5660232,-1023.75553521
133,-43582.1904709,-16162.6707665,-1020.3285157
134,-63844.1897585,-16167.5060399,-1019.68892771
135,-132857.18725,-16186.3809075,-1017.49683939
136,-26650.1918685,-16154.7945939,-1020.87982154
137,-155467.186547,-16190.8924397,-1016.79390359
138,-107804.189207,-16176.1659743,-1018.30471546
139,-123163.188952,-16179.5891605,-1017.8186433
140,43004.8039815,-16130.7348253,-1023.10553809
141,127090.800243,-16105.5190928,-1025.78275656
142,6806.74352445,-16139.2479772,-1024.66500855
143,-84401.191856,-16164.4261942,-1019.06236612
144,-3963.19517279,-16140.2610742,-1021.62814355
145,-14403.1949185,-16142.2677011,-1021.30190301
146,-81484.1924672,-16160.5862117,-1019.17256493
147,-8545.28152445,-16138.7039768,-1025.25585252
148,-15115.1959963,-16139.4727158,-1021.28450907
149,-3768.19675717,-16135.2049241,-1021.64834077
150,8405.80251676,-16130.6989501,-1022.04013021
151,-26774.1962246,-16139.8303965,-1020.92606887
152,106380.797888,-16100.4833481,-1025.16195055
153,63125.7991198,-16111.940226,-1023.78541125
154,-2062.19834028,-16129.7136054,-1021.7185518
155,24764.8004831,-16120.9878027,-1022.57845898
156,304445.716703,-16039.5458229,-1034.60555844
157,1757.80078873,-16125.6135295,-1021.85114561
158,38678.798814,-16113.9807105,-1023.02679181
159,-151460.193513,-16167.7384763,-1016.99074971
160,62974.7973899,-16104.9838082,-1023.80941917
161,-111403.195631,-16154.2025882,-1018.27041612
162,-101358.196074,-16150.3098224,-1018.59571515
163,11302.7985309,-16116.8647243,-1022.17506908
164,17379.7981204,-16114.1146669,-1022.37317696
165,45707.7965468,-16104.9564849,-1023.27583201
166,-87149.1981278,-16142.2177599,-1019.05784116
167,-163949.19478,-16163.3352961,-1016.62924131
168,-134951.196804,-16153.9841519,-1017.54615134
169,-64824.2773047,-16132.900628,-1023.20484507
170,-14452.202209,-16117.2819293,-1021.3837576
171,-93715.2767707,-16139.2207099,-1022.28514266
172,238252.786387,-16042.5058526,-1029.41720934
173,-40153.2019756,-16121.6835266,-1020.57752291
174,64036.7933238,-16090.6780652,-1023.89311968
175,123178.790532,-16072.645854,-1025.7743258
176,293999.782804,-16022.4514017,-1031.20236412
177,-5847.20443149,-16107.803876,-1021.68648486
178,-152503.198711,-16149.0389995,-1017.021771
179,-8433.20521724,-16106.5485544,-1021.60397649
180,-75197.2026441,-16124.7758047,-1019.48643235
181,443964.774969,-15974.2632867,-1035.98343652
182,96592.7895218,-16073.3023229,-1024.95149484
183,-160723.199791,-16146.4063112,-1016.78046926
184,114252.788191,-16066.2164624,-1025.51994064
185,-46648.2052841,-16111.5540511,-1020.41083064
186,-54672.205369,-16112.8648502,-1020.15630109
187,-89849.2039365,-16121.9954696,-1019.04541357
188,-80210.2047984,-16118.2195488,-1019.35747174
189,-34555.2069001,-16104.0714691,-1020.81082071
190,-30210.2072614,-16101.8201802,-1020.95273694
191,334132.776693,-15995.8936374,-1032.52792609
192,-68838.2064232,-16110.9445627,-1019.72852354
193,-59017.2070222,-16107.1162512,-1020.04755616
194,7609.79004373,-16086.9284903,-1022.16864928
195,-90403.2062453,-16114.1550592,-1019.05614658
196,-132981.772307,-16076.7964483,13066.1903652
197,-50784.9844084,-16075.5513744,6277.62386967
198,-156856.20414,-16130.2927822,-1016.95724378
199,207539.706473,-16024.457299,-1031.7806821
200,-19124.2104992,-16088.6276334,-1021.34040393
201,69545.7850138,-16062.0916134,-1024.15447855
202,65039.7325439,-16062.4652538,-1026.33501256
203,-141566.206355,-16120.8894411,-1017.45912317
204,-49613.2103862,-16093.4080801,-1020.38590989
205,-61019.986272,-16070.4989706,6277.92092105
206,-153507.206742,-16121.328305,-1017.08711142
207,20786.2466785,-16018.2680667,14001.2603789
208,-124409.208266,-16110.9485013,-1018.02747319
209,-28834.2129862,-16082.4239825,-1021.05922184
210,18580.7847648,-16067.7690262,-1022.57000256
211,-35987.2131716,-16082.4839997,-1020.84012727
212,-103962.210794,-16101.0599367,-1018.68077452
213,-64360.2127069,-16088.6550328,-1019.94338065
214,446135.765269,-15940.6382198,-1036.16330149
215,123543.778704,-16032.5409264,-1025.91963814
216,-7168.21586662,-16069.1844794,-1021.77113225
217,-80343.2131323,-16089.2579911,-1019.44832067
218,65226.7805981,-16046.335567,-1024.08150088
219,8082.78267555,-16061.792407,-1022.26832008
220,-2121.21748255,-16063.7309559,-1021.94337115
221,-138033.298628,-16101.9969576,-1021.44055763
222,-13096.2174607,-16064.891687,-1021.60535737
223,-49418.21621,-16074.3520011,-1020.45343061
224,53535.7794248,-16043.7025305,-1023.73146807
225,-165562.211823,-16105.8000976,-1016.77296009
226,-22090.1751477,-16058.6176772,387.661720352
227,124431.775134,-16020.2852826,-1025.98874944
228,-12981.2193482,-16058.858566,-1021.62551932
229,348805.878009,-15940.9848209,2640.84613507
230,-59369.2176962,-16070.2178372,-1020.16244668
231,-30045.2190939,-16060.7728974,-1021.09920517
232,-78799.2173716,-16073.8134714,-1019.55295538
233,-113063.21618,-16082.6811077,-1018.46642699
234,78922.7750493,-16026.3913524,-1024.56654731
235,-19252.2208489,-16053.664642,-1021.45423847
236,-9639.22151268,-16049.8962193,-1021.76139511
237,-74701.2191031,-16067.6332791,-1019.69559989
238,-74319.219186,-16066.5233431,-1019.71746393
239,158112.770406,-15998.5856259,-1027.10202291
240,6223.77665516,-16041.3279003,-1022.28309268
241,84127.7731356,-16017.8924628,-1024.75967922
242,-70621.2204282,-16061.458418,-1019.8517336
243,-10289.2917127,-16043.1820796,-1024.7777063
244,13802.7749968,-16035.1452061,-1022.53355781
245,46818.7732539,-16024.6369789,-1023.58422531
246,-5861.22449704,-16038.8082731,-1021.91933275
247,17800.6966323,-16031.1058505,-1026.08905601
248,-36636.2238989,-16045.6710833,-1020.94598396
249,-77014.2224281,-16056.2995101,-1019.66697619
250,201003.765383,-15975.233576,-1028.50240721
251,-18449.2256409,-16037.4334235,-1021.53372742
252,-162395.219415,-16077.8882791,-1016.96847135
253,69236.7700404,-16010.1809612,-1024.32708944
254,113266.768125,-15996.5008891,-1025.72934565
255,-71988.2241539,-16048.852142,-1019.85069402
256,-17198.2268836,-16032.0732597,-1021.59424404
257,-2111.22797776,-16026.7283358,-1022.07314572
258,14740.7709825,-16020.8751486,-1022.61217676
259,-39735.2268488,-16035.5636504,-1020.88660059
260,-91685.225044,-16049.524614,-1019.23592988
261,56140.7687376,-16005.9525395,-1023.94604924
262,-43764.1029782,-16019.6941916,3043.2039616
263,188544.762343,-15965.8217051,-1028.15408986
264,67517.7670386,-15999.6760501,-1024.30632775
265,29178.7688097,-16009.7173867,-1023.10139057
266,-168603.223625,-16065.6761032,-1016.81313359
267,-4297.23065023,-16017.3579709,-1022.03977042
268,32427.7675027,-16005.781612,-1023.21075585
269,-119910.226544,-16048.6531158,-1018.37076154
270,1482.80085037,-16009.0513806,32.7528919039
271,-159124.151555,-16049.636812,1389.85631984
272,19331.7669761,-16005.5531573,-1022.80977266
273,-119400.227411,-16044.5063322,-1018.40519854
274,288205.754728,-15926.1205765,-1031.35530729
275,-18853.008335,-15988.3557829,6276.34132602
276,396.766544095,-16007.0062175,-1022.22041651
277,4009.76620074,-16004.9657535,-1022.34001663
278,89694.9863362,-15954.0952918,6272.88085382
279,-154859.227387,-16048.7182202,-1017.30397797
280,-92089.0717194,-16011.7655939,4158.66611942
281,-14364.2342604,-16006.2572284,-1021.76821828
282,-15817.2347411,-16005.675639,-1021.72207972
283,15981.7640047,-15995.5179812,-1022.74179202
284,235384.215304,-15879.466827,13994.1781624
285,30753.7625436,-15989.2637874,-1023.2120589
286,-13168.2359174,-16000.9128108,-1021.82113187
287,182209.755696,-15943.6462819,-1028.03548423
288,4106.76291155,-15993.937845,-1022.37816985
289,10574.7623446,-15991.0751358,-1022.58769873
290,-62182.2347678,-16011.0283205,-1020.28137473
291,30641.7609562,-15983.2960913,-1023.23166841
292,42153.7602755,-15978.9808216,-1023.60345444
293,58624.7592375,-15973.2373526,-1024.12991379
294,-78682.2354973,-16011.7801172,-1019.76925519
295,-132353.233311,-16026.23674,-1018.06585317
296,-32334.1314888,-15984.4740408,2442.72513412
297,88352.7568442,-15960.6760598,-1025.08874712
298,-20308.2390217,-15990.9690997,-1021.63294228
299,-43509.002255,-15970.1101794,6667.03939605
300,-36059.2386379,-15993.5053045,-1021.14910667
301,27682.7582069,-15974.1483239,-1023.17340469
302,48860.8914661,-15951.9079081,3362.1203586
303,113518.754084,-15947.4286144,-1025.90894382
304,-16456.2408771,-15983.8598211,-1021.7806593
305,4167.75811235,-15976.9203896,-1022.44091336
306,-106695.237603,-16007.8476061,-1018.92129306
307,4037.75746251,-15974.9578117,-1022.44312533
308,-154790.236125,-16019.6984146,-1017.39827522
309,-130471.23727,-16011.6948701,-1018.17820855
310,-46880.0170986,-15961.4274593,6277.10885261
311,670570.727971,-15779.0042568,-1043.63503423
312,15829.7555034,-15966.5619005,-1022.83467166
313,9920.75566095,-15967.2637002,-1022.6557894
314,2176.75562928,-15968.4938505,-1022.40969545
315,-51063.2429067,-15982.82626,-1020.71416757
316,209309.746273,-15906.8419893,-1028.99748841
317,233380.74482,-15898.9098369,-1029.76398477
318,-29936.2444841,-15973.7419775,-1021.40012543
319,-15469.2452009,-15968.5756781,-1021.86433533
320,-139421.298414,-16003.3565161,-1020.49658257
321,-3667.24625363,-15963.1768685,-1022.24598233
322,10603.7529318,-15958.0669692,-1022.70467958
323,-15468.2466602,-15964.5753794,-1021.87657961
324,-111394.242785,-15991.2009318,-1018.8302182
325,21823.7516908,-15951.8358237,-1023.07529112
326,-2049.3217662,-15957.8178183,-1025.5764835
327,131393.746021,-15918.2808791,-1026.5546348
328,-61856.1831582,-15965.8575738,1029.56875292
329,16787.7505034,-15949.2861025,-1022.92257673
330,34785.7496073,-15943.1029109,-1023.50056653
331,-11091.2489222,-15955.3149208,-1022.04365435
332,-91232.2458466,-15977.3945429,-1019.50048976
333,52828.7477046,-15934.9067293,-1024.08020732
334,81164.7466046,-15925.7463515,-1024.98849466
335,-95542.2462927,-15975.6358715,-1019.37723005
336,-118582.245833,-15981.2710844,-1018.64310752
337,-85665.2470693,-15970.7915053,-1019.70091034
338,71414.7455482,-15924.5542157,-1024.6891029
339,-94841.2474346,-15971.4340238,-1019.413717
340,106700.967631,-15887.1980907,6272.12749882
341,-70505.0250552,-15937.2313617,6277.75315271
342,-104734.247902,-15971.2831177,-1019.11155123
343,103586.742954,-15910.2891485,-1025.73158904
344,52117.7446589,-15924.1115653,-1024.09666979
345,-153642.246972,-15982.3679918,-1017.56509577
346,-37788.251934,-15948.0034679,-1021.24977523
347,-88649.2502001,-15961.6508336,-1019.63586665
348,-33313.2526802,-15944.7147485,-1021.40057945
349,-71814.2513746,-15954.8025603,-1020.17869894
350,2484.745229,-15932.4053518,-1022.54354089
351,-78414.2516683,-15954.7032946,-1019.97593995
352,139974.738605,-15890.8098151,-1026.91675378
353,182242.736342,-15877.6371197,-1028.25939979
354,-94345.2518974,-15956.2912437,-1019.47967857
355,-28377.2552622,-15936.2931782,-1021.57513627
356,-93648.252523,-15954.0905332,-1019.5082691
357,-77828.2534974,-15948.5345626,-1020.01488064
358,-72652.2538258,-15946.0439616,-1020.18460614
359,158244.735921,-15878.5483294,-1027.52370161
360,80314.7386541,-15899.9912289,-1025.04507747
361,-9168.25762284,-15924.7613121,-1022.20804015
362,-15202.318911,-15925.5876243,-1024.72489751
363,220661.732153,-15856.5730205,-1029.51788463
364,-97515.2545444,-15947.2042484,-1019.41491381
365,-6696.25901335,-15920.0494195,-1022.29855577
366,172811.733426,-15867.3533045,-1028.01337123
367,22670.7391464,-15909.5920525,-1023.23826296
368,291282.727554,-15831.2350197,-1031.77811904
369,-3892.25992028,-15915.2419956,-1022.40987969
370,-99956.25598,-15941.9072942,-1019.36384523
371,-5759.26060233,-15913.7796208,-1022.35234764
372,66871.7359473,-15891.862749,-1024.66217198
373,-29454.2602074,-15918.6035065,-1021.60582899
374,161067.731649,-15862.7355029,-1027.66895863
375,77626.7347418,-15885.7654745,-1025.01600954
376,-154144.255533,-15951.512839,-1017.65795085
377,-108863.257968,-15937.4724006,-1019.09777347
378,-16850.262151,-15909.9737458,-1022.0229142
379,-15458.2626359,-15908.5728563,-1022.06957674
380,25177.6438063,-15896.0026475,-1027.41029761
381,155213.729766,-15857.4213902,-1027.50242167
382,-81078.2606179,-15924.470685,-1019.99643429
383,-72465.2611737,-15920.9902715,-1020.27499072
384,206321.726773,-15839.7029204,-1029.13868097
385,-55625.2623958,-15914.140552,-1020.81799695
386,-27749.3585458,-15905.2494163,-1025.88611558
387,-164348.258173,-15943.4515548,-1017.37562872
388,42614.7326341,-15882.8486264,-1023.95059634
389,30320.7327132,-15885.3891324,-1023.56121365
390,111524.729005,-15861.0033333,-1026.1440136
391,88168.7295535,-15866.7295627,-1025.40416898
392,-91676.0268598,-15890.9822919,6668.24715396
393,6386.73260634,-15888.281871,-1022.81548571
394,-74215.2643482,-15910.4942982,-1020.25615941
395,-92802.2638511,-15914.847133,-1019.66911483
396,-52477.2655999,-15902.2340568,-1020.95790002
397,-102905.263826,-15915.75669,-1019.35591621
398,-57599.2663102,-15901.7090576,-1020.79538961
399,226325.721588,-15818.9420946,-1029.82433633
400,-81203.2656184,-15906.5068192,-1020.05726192
401,98575.7261828,-15853.7325374,-1025.76851045
402,37911.7286,-15870.2030658,-1023.84409371
403,-23296.3542687,-15886.9537162,-1025.67628713
404,255604.641195,-15805.6220357,-1034.18455799
405,-79632.2671218,-15901.0543984,-1020.12456997
406,127475.72358,-15840.4097239,-1026.70661921
407,-66630.3421677,-15895.4169094,-1023.8080244
408,174879.721055,-15824.7579544,-1028.21804215
409,-147431.265471,-15916.5797481,-1017.98466249
410,52173.7258379,-15858.0958677,-1024.32953904
411,-71277.269263,-15892.6483016,-1020.40988204
412,-1390.81137517,-15819.6559934,14001.2589835
413,843444.691032,-15627.2191511,-1049.47515691
414,-97337.2690386,-15897.1532392,-1019.5910339
415,984.726372097,-15867.8376724,-1022.71708671
416,236239.71623,-15799.0870472,-1030.19961579
417,54089.7236532,-15850.5440767,-1024.4133468
418,50505.7235028,-15850.5762742,-1024.30260479
419,-128000.268989,-15900.9839473,-1018.63863221
420,-14753.2072308,-15859.8581272,1153.74164162
421,-97774.2709969,-15890.2791731,-1019.6027824
422,-1376.27537922,-15861.5176977,-1022.66904592
423,38750.7226031,-15848.9615662,-1023.94769963
424,-56404.2736039,-15875.3651246,-1020.92573462
425,65413.6656773,-15839.36274,-1027.23510188
426,14875.7228834,-15852.8373694,-1023.19606655
427,32511.7213935,-15846.758319,-1023.75795238
428,97702.7184684,-15826.9841246,-1025.8343762
429,-82015.2744123,-15877.7407528,-1020.12631945
430,12743.7218449,-15849.4513538,-1023.14719445
431,14338.7880016,-15840.4869083,1150.78615623
432,-160115.271441,-15897.2327304,-1017.66266118
433,-73419.3529665,-15871.3774902,-1023.84324691
434,18627.7202403,-15843.7568456,-1023.34377389
435,95065.7348969,-15818.6929756,-431.778767085
436,-72759.2764102,-15868.0752551,-1020.44890587
437,-108496.275061,-15877.3671031,-1019.31872628
438,150370.713384,-15801.8164287,-1027.54300883
439,173647.712232,-15794.1129502,-1028.28760583
440,-143920.274597,-15884.5687773,-1018.20228138
441,1295.71908471,-15841.748313,-1022.82034279
442,-73145.2782227,-15862.1864347,-1020.45587633
443,216077.709342,-15777.893639,-1029.65014834
444,108449.713679,-15807.8892766,-1026.23567014
445,100743.713478,-15809.1084507,-1025.9904693
446,-132862.276883,-15875.3842168,-1018.57183047
447,-43239.2807002,-15848.5739173,-1021.42675982
448,69094.7143241,-15815.2230719,-1025.0040408
449,16621.716173,-15829.334669,-1023.33548578
450,7554.71597556,-15830.945807,-1023.04506148
451,55284.7135345,-15816.2001109,-1024.56468683
452,7805.71545803,-15828.8735327,-1023.06237481
453,45107.7135524,-15817.1310242,-1024.25056193
454,-116890.279761,-15862.7845345,-1019.10832199
455,-9403.28455161,-15830.829577,-1022.52791343
456,161521.707738,-15780.6051906,-1027.95845011
457,-135765.279695,-15865.2203601,-1018.51886988
458,-74032.2826754,-15846.4419983,-1020.48467043
459,-73145.283113,-15845.186511,-1020.51472286
460,99047.709129,-15794.5969602,-1025.9867649
461,-57176.28428,-15838.5876609,-1021.02915083
462,3596.71269323,-15820.0857101,-1022.96261108
463,-19707.2863139,-15825.797091,-1022.23142595
464,-63069.284961,-15837.2847707,-1020.85056786
465,-154179.281455,-15862.5233933,-1017.9600197
466,-155794.28154,-15861.9885343,-1017.91403856
467,2998.63382071,-15815.3699736,-1026.37893905
468,-71226.2856004,-15835.6339821,-1020.61175579
469,12187.7101894,-15810.6116712,-1023.25765109
470,-49894.2870654,-15827.4906309,-1021.29438526
471,95242.706311,-15784.6928438,-1025.9067175
472,114212.705217,-15778.2297169,-1026.51078262
473,-140376.284464,-15850.5483105,-1018.42605102
474,89418.7055848,-15783.3700806,-1025.73034731
475,22092.7085517,-15801.7592651,-1023.60399699
476,91654.7051699,-15780.7262258,-1025.813065
477,-28622.2900226,-15814.3645317,-1021.99398738
478,8126.70815289,-15802.7813037,-1023.16582148
479,-78031.2885437,-15826.5937625,-1020.42949178
480,-19056.291432,-15808.6096808,-1022.30815645
481,-119677.287261,-15836.587372,-1019.11723736
482,3848.70699389,-15800.0132971,-1023.04053161
483,81971.7215042,-15774.4641516,-431.5286951
484,-2.29322007934,-15799.1224077,-1022.92992222
485,211753.69704,-15737.1390702,-1029.65324274
486,97189.7016571,-15769.1321853,-1026.01612535
487,-25350.2932394,-15803.4222919,-1022.12942398
488,-98737.8290209,-15771.6912613,14004.0878375
489,158156.698394,-15748.5744628,-1027.96735318
490,181595.697032,-15740.8242866,-1028.71392412
491,-157557.288675,-15837.496359,-1017.94231997
492,-2526.29551315,-15791.8493188,-1022.875415
493,-11670.2953896,-15793.4826817,-1022.58913522
494,153343.697146,-15744.96057,-1027.83151477
495,72971.7004935,-15767.106819,-1025.28411814
496,213329.6943,-15725.6853856,-1029.7466088
497,-125484.291638,-15822.2598193,-1018.98637325
498,113810.697414,-15752.3456016,-1026.58699664
499,135182.696683,-15745.1907984,-1027.27393384
500,-75717.2949949,-15804.9274495,-1020.57191001
501,-140852.292402,-15822.6855817,-1018.5076513
502,-8797.2983007,-15783.6553466,-1022.7051767
503,-8723.29836173,-15782.6340453,-1022.71569281
504,198315.6925,-15722.0092469,-1029.29641631
505,59831.6982551,-15760.8910832,-1024.90551958
506,-77646.2964585,-15799.483048,-1020.53405322
507,353384.684774,-15674.3511787,-1034.22980907
508,-97781.2961285,-15803.2817069,-1019.90200187
509,-47833.3527062,-15787.9754213,-1023.87724304
510,62026.6963555,-15755.2588619,-1024.98526495
511,-152707.294581,-15816.0997578,-1018.16786716
512,147809.692231,-15728.554424,-1027.71678365
513,-431.301637684,-15770.2460892,-1023.01273158
514,32438.6963993,-15759.7798802,-1024.05711582
515,77266.6945424,-15745.870029,-1025.49154962
516,24857.6965378,-15759.9632305,-1023.83023719
517,14448.6966611,-15761.9608938,-1023.50145479
518,-81661.2996736,-15788.6393909,-1020.44781125
519,-90630.8383431,-15738.3566967,14003.7258288
520,6454.9318973,-15734.722457,6664.69071144
521,58566.6935569,-15745.2554237,-1024.91434718
522,-3742.304182,-15762.1996789,-1022.93712818
523,-11872.3042208,-15763.540999,-1022.6796858
524,-103965.300369,-15789.0627595,-1019.76225433
525,31394.6934138,-15749.0806232,-1024.06367163
526,-90594.3019061,-15783.2120107,-1020.19141946
527,609.694174517,-15755.9463544,-1023.0920384
528,12914.6933161,-15751.4026774,-1023.48653874
529,-80438.3029491,-15777.2872175,-1020.52423206
530,-81119.3030496,-15776.4833995,-1020.50912721
531,7424.6927731,-15749.9837572,-1023.3239025
532,-88038.3034997,-15776.4759529,-1020.29275782
533,41782.3060961,-15668.869168,19026.4337105
534,18075.6914118,-15743.916379,-1023.67101342
535,1164.69171982,-15747.7865378,-1023.13761282
536,-87432.3045364,-15772.3014867,-1020.32887357
537,-148284.302255,-15788.8261498,-1018.39815425
538,249.691084539,-15745.0501239,-1023.12047759
539,20747.6898134,-15738.1469437,-1023.77344065
540,-55840.3070483,-15759.2034039,-1021.34597556
541,48125.6882053,-15728.2624317,-1024.6522257
542,-25915.3088793,-15748.5853768,-1022.30402008
543,12094.6891777,-15736.6389481,-1023.51351626
544,-105598.306106,-15769.5331301,-1019.77832609
545,-138115.305164,-15777.8976132,-1018.75023828
546,43549.6869105,-15724.5802899,-1024.52329262
547,69732.6856551,-15716.0399145,-1025.36123949
548,-4946.31152007,-15736.5465848,-1022.99075559
549,55946.685383,-15718.0100805,-1024.92462197
550,-162724.305418,-15779.9847848,-1017.98440562
551,15565.6863202,-15727.6392663,-1023.64679622
552,39550.6853586,-15719.7319774,-1024.41717309
553,129782.681229,-15692.746218,-1027.28730256
554,-53559.3115571,-15744.5464817,-1021.46156176
555,-135201.308028,-15767.0585118,-1018.87607851
556,133291.680278,-15688.7357165,-1027.41213741
557,-41486.3125865,-15738.0697281,-1021.8612469
558,-37324.3129717,-15735.8711086,-1021.99675933
559,-75724.3116902,-15745.9298632,-1020.77816695
